state,fips,margin2020,margin2016,votes,votes2016
kansas,20001,44.43684,40.3,5842,5509
kansas,20003,56.69355,52.6,3720,3350
kansas,20005,34.35449,31.3,7312,6575
kansas,20007,73.84349,69.2,2313,2261
kansas,20009,56.36347,58.5,10961,10339
kansas,20011,51.98473,50.0,6550,6175
kansas,20013,48.18016,50.2,4396,4073
kansas,20015,41.46685,45.2,31946,27657
kansas,20017,52.30041,47.7,1478,1369
kansas,20019,72.52142,70.2,1634,1481
kansas,20021,49.84908,47.9,8945,8718
kansas,20023,67.0,70.5,1400,1407
kansas,20025,70.80153,69.7,1048,1012
kansas,20027,54.32995,57.4,4134,3858
kansas,20029,54.83948,54.6,4174,3955
kansas,20031,55.73291,57.1,4448,4068
kansas,20033,68.47345,70.7,904,867
kansas,20035,37.89088,37.4,13911,12621
kansas,20037,23.44806,22.7,16125,15074
kansas,20039,70.2332,70.8,1458,1457
kansas,20041,54.13152,53.8,9246,8210
kansas,20043,61.81274,59.5,3674,3395
kansas,20045,-39.44908,-32.3,57540,51031
kansas,20047,60.86341,62.5,1413,1319
kansas,20049,69.71047,70.5,1347,1259
kansas,20051,43.96711,47.5,13501,12062
kansas,20053,52.03136,53.5,2806,2706
kansas,20055,25.50148,30.7,11466,10285
kansas,20057,32.0565,38.1,8850,7774
kansas,20059,38.40124,38.7,12247,11082
kansas,20061,14.6923,20.5,9311,7588
kansas,20063,76.27355,73.8,1433,1343
kansas,20065,63.74808,65.2,1302,1284
kansas,20067,57.62643,57.1,2452,2389
kansas,20069,68.48214,69.5,2240,2066
kansas,20071,73.13196,69.4,629,650
kansas,20073,60.79208,59.0,3030,2840
kansas,20075,65.71087,66.7,837,876
kansas,20077,63.78522,62.0,2626,2587
kansas,20079,19.74287,23.8,17034,15116
kansas,20081,60.88214,58.7,1383,1354
kansas,20083,69.21588,71.9,1033,1017
kansas,20085,39.93506,41.7,6468,5818
kansas,20087,32.22002,31.9,9581,8440
kansas,20089,72.01493,69.8,1608,1494
kansas,20091,-7.92353,2.6,336277,294208
kansas,20093,62.20807,68.5,1413,1316
kansas,20095,59.98982,57.9,3929,3334
kansas,20097,70.58824,72.0,1139,1092
kansas,20099,36.03518,37.0,8414,8218
kansas,20101,72.40991,70.3,888,871
kansas,20103,21.11311,24.2,36115,30639
kansas,20105,64.14013,65.8,1570,1464
kansas,20107,62.7575,61.7,4903,4454
kansas,20109,72.79054,72.2,1437,1361
kansas,20111,11.03362,15.3,13622,12472
kansas,20115,48.8189,49.4,5969,5670
kansas,20117,48.2381,47.8,5023,4673
kansas,20113,40.27257,41.8,13868,12742
kansas,20119,69.00941,69.6,1807,1732
kansas,20121,39.62211,39.6,17624,15175
kansas,20123,62.7509,62.2,3039,2942
kansas,20125,50.24664,50.3,13177,12004
kansas,20127,47.87645,46.5,2849,2624
kansas,20129,73.68874,70.7,1163,1200
kansas,20131,65.63556,66.4,5625,5122
kansas,20133,46.28149,46.4,6629,6314
kansas,20135,78.54741,73.3,1487,1454
kansas,20137,67.61506,69.8,2390,2234
kansas,20139,44.24173,43.0,7893,7153
kansas,20141,69.24697,68.6,1899,1788
kansas,20143,65.74865,63.6,3159,2924
kansas,20145,51.36431,49.8,2712,2661
kansas,20147,75.7169,72.6,3278,2664
kansas,20149,46.7421,50.4,12815,10693
kansas,20151,52.66618,53.8,4107,3842
kansas,20153,69.45187,71.8,1496,1472
kansas,20155,34.30354,35.4,27245,24536
kansas,20157,66.28831,65.2,2643,2529
kansas,20159,52.81324,56.3,4230,3804
kansas,20161,-3.21107,3.5,23855,21974
kansas,20163,73.73168,72.6,2661,2419
kansas,20165,64.87414,64.1,1748,1503
kansas,20167,63.40041,66.2,3429,3193
kansas,20169,30.49224,34.0,23911,22064
kansas,20171,73.25581,74.0,2322,2202
kansas,20173,12.56509,18.1,213552,191798
kansas,20175,30.37851,30.4,5099,5038
kansas,20177,-2.54815,2.6,84061,76766
kansas,20179,78.23908,77.9,1397,1374
kansas,20181,68.68687,66.4,2673,2625
kansas,20183,67.20841,66.8,2092,2042
kansas,20185,63.26227,62.6,2017,1896
kansas,20187,59.97392,59.2,767,637
kansas,20189,75.01252,72.9,1997,1891
kansas,20191,50.53344,50.5,10779,9722
kansas,20193,65.4718,68.1,3794,3576
kansas,20195,68.80848,69.4,1603,1482
kansas,20197,48.09635,47.2,3861,3380
kansas,20199,87.8825,84.6,817,798
kansas,20201,65.59972,65.4,2843,2765
kansas,20203,68.26223,65.8,961,956
kansas,20205,61.55424,61.1,3899,3591
kansas,20207,60.60201,56.1,1495,1443
kansas,20209,-30.94707,-29.1,55107,49243
oregon,41001,50.45556,50.4,9878,8779
oregon,41003,-39.69537,-32.3,52719,48753
oregon,41005,-11.1627,-6.4,255664,214039
oregon,41007,-11.34055,-5.7,23729,19664
oregon,41009,10.29253,11.5,31518,26618
oregon,41011,20.45828,23.7,36484,31313
oregon,41013,48.71744,48.3,15165,12172
oregon,41015,16.25335,23.1,14920,12611
oregon,41017,-8.14823,3.3,121732,98557
oregon,41019,37.60756,38.3,63107,53521
oregon,41021,43.29372,42.4,1178,1019
oregon,41023,56.95624,56.9,4593,4340
oregon,41025,57.59875,56.1,4481,3974
oregon,41027,-36.73797,-29.7,13090,10910
oregon,41029,3.46091,8.6,126325,109327
oregon,41031,23.46991,26.5,11666,9459
oregon,41033,25.78307,30.2,51592,44560
oregon,41035,40.70353,43.4,36331,30507
oregon,41037,61.37978,60.6,4363,3930
oregon,41039,-24.2706,-18.6,221585,191950
oregon,41041,-16.13613,-9.7,30441,25256
oregon,41043,23.36729,26.4,72640,58719
oregon,41045,42.04068,47.4,11653,10435
oregon,41047,-1.04413,4.1,164156,136840
oregon,41049,43.27862,40.9,5118,4167
oregon,41051,-61.36456,-56.3,462068,399103
oregon,41053,1.68769,6.3,48291,40295
oregon,41055,54.71854,52.1,1208,1017
oregon,41057,2.09268,5.6,16725,13803
oregon,41059,32.27819,34.0,32539,27597
oregon,41061,40.44433,40.0,14944,12968
oregon,41063,34.5504,39.7,5149,4366
oregon,41065,3.5817,8.8,13904,11964
oregon,41067,-34.59779,-26.0,319769,269232
oregon,41069,51.19171,53.3,965,818
oregon,41071,4.04197,8.1,58808,48753
arizona,04001,-33.69442,-32.0,35172,27661
arizona,04003,19.56421,21.3,60442,50015
arizona,04005,-24.08287,-18.9,73272,59784
arizona,04007,34.10455,31.9,27662,22515
arizona,04009,44.78159,38.5,14995,12281
arizona,04011,33.94844,24.2,3685,3300
arizona,04012,38.79056,40.8,7458,5951
arizona,04013,-2.18113,2.8,2068144,1567834
arizona,04015,51.3089,51.1,104668,79943
arizona,04017,8.25623,10.2,51767,40294
arizona,04019,-18.68247,-13.6,520397,421640
arizona,04021,17.23272,19.2,185525,129546
arizona,04023,-35.50828,-47.4,19556,16433
arizona,04025,29.27294,31.2,143221,114450
arizona,04027,6.18766,1.1,69881,53010
alabama,01001,44.55299,49.0,27639,24973
alabama,01003,53.8905,57.2,108945,95215
alabama,01005,7.96596,5.6,10457,10469
alabama,01007,57.72485,55.2,9573,8819
alabama,01009,80.00291,80.9,27459,25588
alabama,01011,-49.88051,-50.7,4603,4710
alabama,01013,15.79337,13.5,9466,8732
alabama,01015,39.11081,41.0,50743,47864
alabama,01017,15.66573,14.8,15269,13900
alabama,01019,72.8554,69.0,12275,10733
alabama,01021,67.47664,66.3,19260,18369
alabama,01023,15.65474,13.7,7461,7292
alabama,01025,12.05923,10.7,13102,13031
alabama,01027,62.59222,60.5,6913,6624
alabama,01029,80.44383,77.1,7210,6593
alabama,01031,53.11993,56.1,22180,20767
alabama,01033,41.56802,37.9,24668,24915
alabama,01035,7.54012,5.2,6419,6585
alabama,01037,33.47953,30.4,5472,5252
alabama,01039,68.10196,68.3,17418,15940
alabama,01041,47.81623,45.5,6617,6267
alabama,01043,77.48317,77.1,41751,37873
alabama,01045,46.3323,50.1,19699,18749
alabama,01047,-37.53989,-37.5,17861,18792
alabama,01049,69.82129,68.9,29322,25826
alabama,01051,48.38473,51.5,40891,37260
alabama,01053,37.5134,35.9,15861,14845
alabama,01055,50.26549,49.6,47460,44164
alabama,01057,67.43947,64.9,8756,8249
alabama,01059,65.89462,60.4,12564,12040
alabama,01061,73.79167,72.0,12538,11758
alabama,01063,-62.9847,-65.1,4771,4880
alabama,01065,-18.89674,-19.9,7922,8040
alabama,01067,43.21174,41.4,9266,8072
alabama,01069,42.94208,47.1,45750,42639
alabama,01071,67.51546,61.9,23602,20984
alabama,01073,-13.08786,-7.3,324675,304191
alabama,01075,72.21372,68.7,7187,6966
alabama,01077,44.63521,45.4,44149,39525
alabama,01079,54.6594,48.6,15957,14829
alabama,01081,20.31417,22.6,70980,59191
alabama,01083,42.71855,48.6,48754,40294
alabama,01085,-45.87116,-46.9,6830,6684
alabama,01087,-63.75762,-67.1,8697,9140
alabama,01089,7.9967,16.3,193955,163389
alabama,01091,-1.27734,-3.5,10882,10994
alabama,01093,77.85434,75.8,13786,12984
alabama,01095,68.91016,68.9,39492,35316
alabama,01097,12.02038,13.3,181783,172737
alabama,01099,16.0452,14.2,10620,10271
alabama,01101,-31.42187,-26.0,98476,95878
alabama,01103,49.25956,51.8,53482,50644
alabama,01105,-48.18792,-45.8,5215,5278
alabama,01107,16.28533,15.6,9659,9542
alabama,01109,17.44709,20.0,13796,13168
alabama,01111,58.61973,53.1,10824,10187
alabama,01113,-6.07353,-1.9,21108,19256
alabama,01117,40.53863,49.4,114439,101254
alabama,01115,64.08921,67.9,44346,38400
alabama,01119,-48.40815,-49.4,6282,6411
alabama,01121,25.61884,25.4,35591,33407
alabama,01123,43.51781,41.4,20888,19486
alabama,01125,14.98106,19.3,89760,82700
alabama,01127,67.90008,67.1,31106,29472
alabama,01129,48.53854,43.0,8861,8533
alabama,01131,-37.55948,-42.4,5884,6123
alabama,01133,81.72625,81.0,11273,10313
new-jersey,34001,-6.61898,-7.0,139523,118041
new-jersey,34003,-16.39995,-13.2,497160,422213
new-jersey,34005,-20.04813,-14.7,246427,221283
new-jersey,34007,-33.42657,-32.3,264912,229047
new-jersey,34009,15.95628,19.7,57457,49257
new-jersey,34011,-6.05871,-6.1,62472,54331
new-jersey,34013,-55.04851,-56.8,308715,312884
new-jersey,34015,-1.93828,0.5,173453,141254
new-jersey,34017,-46.21693,-52.1,250458,220542
new-jersey,34019,4.27804,13.7,82865,71660
new-jersey,34021,-39.78535,-37.1,163520,158058
new-jersey,34023,-22.65518,-21.3,344738,328557
new-jersey,34025,2.70558,9.3,373820,317750
new-jersey,34027,-4.34321,4.3,296808,253537
new-jersey,34029,28.02606,33.2,322036,276725
new-jersey,34031,-16.13724,-22.4,205977,196228
new-jersey,34033,13.31361,15.0,32448,29853
new-jersey,34035,-20.92304,-12.8,174640,157092
new-jersey,34037,19.45478,29.9,88148,75158
new-jersey,34039,-35.5228,-35.5,254034,223570
new-jersey,34041,15.70417,25.3,58182,49683
hawaii,15001,-36.28984,-36.6,87716,64867
hawaii,15003,-26.85324,-29.9,382114,285790
hawaii,15007,-28.78218,-33.7,33486,26335
hawaii,15009,-35.46639,-38.6,71025,51945
massachusetts,25001,-24.16486,-13.5,148389,135781
massachusetts,25003,-47.27415,-41.0,70125,65617
massachusetts,25005,-11.66889,-9.6,274045,252140
massachusetts,25007,-56.96705,-50.7,12595,11674
massachusetts,25009,-28.8429,-22.3,414348,385370
massachusetts,25011,-44.21009,-36.4,41106,38821
massachusetts,25013,-17.75163,-16.5,214662,206101
massachusetts,25015,-46.5957,-39.9,85304,84193
massachusetts,25017,-44.64604,-37.7,842171,796735
massachusetts,25019,-45.52556,-34.6,7297,6508
massachusetts,25021,-36.02021,-27.8,401272,367695
massachusetts,25023,-17.13867,-7.4,298477,271177
massachusetts,25025,-62.70478,-62.3,314110,313283
massachusetts,25027,-17.45313,-10.5,425133,389951
nevada,32510,11.35882,14.1,29739,25016
nevada,32001,49.03801,51.4,12890,10938
nevada,32003,-9.34921,-10.7,972510,767156
nevada,32005,29.47692,32.1,34125,27885
nevada,32007,55.46502,54.7,21967,18559
nevada,32009,66.94045,62.4,487,423
nevada,32011,77.67945,76.0,1017,854
nevada,32013,53.89268,48.7,7771,6433
nevada,32015,61.55515,59.1,2765,2413
nevada,32017,71.0139,65.0,2446,2132
nevada,32019,41.14359,41.5,30238,23762
nevada,32021,25.43897,27.1,2335,1997
nevada,32023,40.34991,42.0,25378,19595
nevada,32027,51.03448,49.1,2320,1982
nevada,32029,34.96698,33.8,2877,2558
nevada,32031,-4.50857,-1.2,252142,209909
nevada,32033,58.22843,53.4,4369,3773
new-mexico,35001,-24.44071,-17.7,317589,274662
new-mexico,35003,47.42046,50.6,2326,2049
new-mexico,35005,41.32692,36.2,22443,20271
new-mexico,35006,-8.64877,-6.8,8903,8063
new-mexico,35007,10.97074,8.6,6016,5332
new-mexico,35009,40.63969,44.2,15101,13370
new-mexico,35011,47.16981,46.9,901,910
new-mexico,35013,-18.34221,-17.8,82640,70648
new-mexico,35015,51.80432,41.3,23222,19667
new-mexico,35017,-7.18393,-7.7,14435,12811
new-mexico,35019,-14.4815,-20.5,2189,1827
new-mexico,35021,27.72277,29.4,505,527
new-mexico,35023,15.03301,6.7,1969,1872
new-mexico,35025,59.61373,48.4,20918,17712
new-mexico,35027,36.36716,40.0,10306,8902
new-mexico,35028,-26.64931,-20.2,12293,10885
new-mexico,35029,10.38993,3.9,8104,7295
new-mexico,35031,-38.57835,-39.0,26406,21703
new-mexico,35033,-31.38278,-35.7,2683,2441
new-mexico,35035,25.60774,28.7,23571,20060
new-mexico,35037,37.80015,33.5,3873,3572
new-mexico,35039,-33.56988,-40.3,16628,14878
new-mexico,35041,42.85714,40.8,6608,5950
new-mexico,35045,28.28868,32.7,52293,46110
new-mexico,35047,-38.73905,-46.2,11531,10751
new-mexico,35043,-8.37752,-2.9,76562,61690
new-mexico,35049,-53.75485,-51.0,82227,71434
new-mexico,35051,21.48024,27.0,5945,5181
new-mexico,35053,-6.52235,-10.1,7160,6868
new-mexico,35055,-54.98679,-52.0,17035,15260
new-mexico,35057,33.34707,30.5,7281,6324
new-mexico,35059,56.17663,52.6,1789,1702
new-mexico,35061,9.60466,8.6,32276,27592
colorado,08001,-16.28192,-8.5,236735,193677
colorado,08003,0.6916,-2.1,7808,6939
colorado,08005,-24.64208,-14.1,350283,303048
colorado,08007,15.86833,24.0,9144,7339
colorado,08009,69.64928,68.3,2224,2153
colorado,08011,33.90501,31.0,2274,1927
colorado,08013,-56.56564,-48.3,206111,188145
colorado,08014,-27.41036,-14.2,46632,37690
colorado,08015,-6.83823,4.5,13717,11250
colorado,08017,75.88028,72.0,1136,1102
colorado,08019,-12.98701,-2.6,6545,5866
colorado,08021,7.54673,3.6,4333,4022
colorado,08023,-27.22063,-29.1,2094,1848
colorado,08025,47.65714,48.5,1750,1527
colorado,08027,37.46556,41.2,3630,3066
colorado,08029,37.13991,45.1,19370,16790
colorado,08031,-61.36624,-54.8,393824,331852
colorado,08033,51.62181,55.9,1449,1255
colorado,08035,7.1749,18.1,231599,187500
colorado,08037,-29.8466,-20.3,29139,25223
colorado,08041,10.81976,22.3,378234,318968
colorado,08039,50.23969,53.6,18983,15980
colorado,08043,39.70732,44.7,25557,21973
colorado,08045,-2.29744,7.0,30904,26470
colorado,08047,-9.2951,-1.9,4185,3576
colorado,08049,1.7631,13.2,9869,8588
colorado,08051,-31.01865,-19.5,10887,9412
colorado,08053,15.50633,24.1,632,589
colorado,08055,2.88243,6.6,4406,3783
colorado,08057,57.76256,53.2,876,861
colorado,08059,-18.5448,-6.9,377351,328883
colorado,08061,77.18715,74.5,903,855
colorado,08063,64.10853,65.7,3870,3702
colorado,08067,-17.70544,-9.4,35667,31150
colorado,08065,-20.3484,-10.8,3961,3199
colorado,08069,-15.43643,-4.9,224333,195981
colorado,08071,9.88569,15.6,7961,6793
colorado,08073,62.80649,60.9,2651,2436
colorado,08075,55.72541,55.9,10532,9722
colorado,08077,27.98164,36.1,90613,77654
colorado,08079,14.55026,16.4,756,652
colorado,08081,63.57814,67.9,7026,6525
colorado,08083,22.3871,30.2,15500,12858
colorado,08085,36.44571,42.1,24922,21186
colorado,08087,41.59633,41.8,13744,11960
colorado,08089,22.46241,23.5,9576,8452
colorado,08091,-19.60199,-10.5,4020,3310
colorado,08093,16.98267,26.1,12289,10417
colorado,08095,59.23541,58.1,2485,2332
colorado,08097,-51.92774,-45.5,11957,10523
colorado,08099,45.85506,46.8,5561,5016
colorado,08101,-1.72142,0.5,88299,78646
colorado,08103,67.73232,68.3,3691,3450
colorado,08105,18.4774,19.6,6305,5534
colorado,08107,-27.5954,-16.9,16876,13986
colorado,08109,-13.8979,-9.5,3389,2835
colorado,08111,-24.86679,-9.9,563,506
colorado,08113,-54.15857,-44.9,5146,4329
colorado,08115,56.70816,54.8,1446,1364
colorado,08117,-39.53967,-27.6,18465,16174
colorado,08119,35.20279,42.5,16939,14444
colorado,08121,74.00266,73.3,3008,2733
colorado,08123,18.0196,22.2,166946,135430
colorado,08125,66.69344,65.2,4981,4791
rhode-island,44001,-29.40968,-22.2,28239,25475
rhode-island,44003,-7.68383,0.7,92571,82053
rhode-island,44005,-29.98475,-18.9,45900,41045
rhode-island,44007,-23.01866,-20.9,271306,248474
rhode-island,44009,-19.48774,-9.8,75586,66369
wyoming,56001,-2.75555,4.2,18617,17060
wyoming,56003,69.85396,65.1,5752,5317
wyoming,56005,76.86804,79.4,19566,18199
wyoming,56007,53.82653,49.1,6664,6374
wyoming,56009,72.53945,72.9,6970,6654
wyoming,56011,79.46103,80.4,4119,3826
wyoming,56013,35.82353,40.9,18111,17023
wyoming,56015,58.88479,60.3,6241,5796
wyoming,56017,58.8669,59.5,2577,2586
wyoming,56019,60.72446,64.3,4914,4417
wyoming,56021,28.17571,32.4,44982,40969
wyoming,56023,68.15055,63.9,10468,8875
wyoming,56025,47.55696,50.9,35202,33348
wyoming,56027,73.62385,76.2,1308,1314
wyoming,56029,56.24813,56.8,16717,15095
wyoming,56031,61.10095,60.0,4923,4529
wyoming,56033,47.47991,50.6,16428,14510
wyoming,56035,61.87123,63.0,4970,4390
wyoming,56037,50.6294,52.1,16603,17130
wyoming,56039,-37.52129,-26.9,14677,12627
wyoming,56041,62.80579,58.5,9402,8470
wyoming,56043,64.65603,62.4,4012,3814
wyoming,56045,77.55505,77.5,3542,3526
connecticut,09001,-27.26126,-19.9,470756,421209
connecticut,09003,-27.72506,-22.7,450751,406864
connecticut,09005,5.06243,13.6,107557,97442
connecticut,09007,-16.31384,-7.3,99198,88624
connecticut,09009,-17.27217,-12.3,418442,379006
connecticut,09011,-16.00885,-6.7,139604,123528
connecticut,09013,-11.4059,-5.6,80546,77424
connecticut,09015,4.2731,7.8,57078,50823
utah,49001,75.41935,60.5,3100,2505
utah,49003,63.18691,40.1,27023,19878
utah,49005,37.16411,15.9,57534,46718
utah,49007,45.90671,44.5,9369,7999
utah,49009,62.19709,53.2,619,477
utah,49011,27.50916,16.0,169758,140288
utah,49013,78.24965,68.4,8524,6988
utah,49015,74.71737,70.6,4865,4315
utah,49017,60.1757,52.8,2732,2363
utah,49019,-10.76181,0.3,5185,4601
utah,49021,56.6372,49.4,24890,17831
utah,49023,75.49286,48.9,5884,4221
utah,49025,45.8134,43.1,4180,3538
utah,49027,77.5974,59.6,6160,5269
utah,49029,62.88391,38.1,6512,5222
utah,49031,78.87486,79.3,871,730
utah,49033,71.68012,55.7,1363,1118
utah,49035,-11.04173,-8.9,540966,423743
utah,49037,6.1364,10.9,6877,5534
utah,49039,68.63366,45.2,12625,10247
utah,49041,76.89635,67.0,10362,8695
utah,49043,-19.1367,-15.2,26086,20885
utah,49045,38.31334,29.1,31506,21992
utah,49047,75.78906,64.6,15303,12864
utah,49049,41.078,20.5,284286,203642
utah,49051,26.2131,24.9,17579,12266
utah,49053,51.69749,51.9,90457,62371
utah,49055,53.30043,48.7,1621,1426
utah,49057,22.66905,19.9,111403,86006
delaware,10001,-4.07124,4.9,87025,74729
delaware,10003,-37.08545,-29.4,287633,262979
delaware,10005,11.24683,21.9,129352,106106
district-of-columbia,11001,-89.42433,-86.8,40631,311268
district-of-columbia,11002,-79.27276,,31929,
district-of-columbia,11003,-80.57331,,43188,
district-of-columbia,11004,-89.53585,,44361,
district-of-columbia,11005,-90.15406,,45176,
district-of-columbia,11006,-82.62197,,58315,
district-of-columbia,11007,-91.83053,,37836,
district-of-columbia,11008,-90.79266,,32246,
